title,artist_name,year,duration
Full House,Alan Silvestri,2006,81.50159
Stay Down Here Where You Belong,Tiny Tim,1968,177.00526
World On Wheels,Dilated Peoples,2004,236.59057
Tic,Helmet,1994,220.31628
Mahafinaritra,Rajery,2005,219.48036
Hole In My Head,Dixie Chicks,1999,201.16853
Passage To Melilla,Pyrolator,2005,180.24444
The Woman I Need (Honky Tonk Mind),Johnny Horton,2000,132.23138
Blood Children (an Introduction) (Album Version),Atreyu,2004,74.34404
Someday Baby,Otis Spann,1995,318.22322
Key To The Highway,Freddie King,1971,332.45995
Natural High (Interlude),Ms. Dynamite,2002,56.13669
All I Want,Captain Hollywood Project,1993,372.27057
Hound Dog,Big Mama Thornton with Kansas Bill and his Orchestra,1953,169.84771
Love Me,Jeanne Pruett,1973,193.01832
Ability To Create A War,A Skylit Drive,2007,88.86812
Pants_ Meet Shit,Daughters,2003,52.11383
In This Legacy,Monty Are I,2006,245.10649
Death Of A Nation,Anti-Flag,2003,115.53914
Music Is The Healing Force Of The Universe,Albert Ayler,1969,632.34567
Bad People,Casiotone For The Painfully Alone,2008,26.80118
Riot In Cell Block #9,Commander Cody And His Lost Planet Airmen,1974,195.65669
Send Me The Pillow You Dream On,Hank Locklin,1960,143.35955
Long Way 2 Go (Album Version),Cassie,2006,222.74567
We Need Love,Johnny Osbourne,1979,216.65914
Bullmoose (LP Version),Bobby Darin,2008,147.93098
You Devil You,themselves,2002,245.31546
Other Side Of Antarctica,Vangelis,1983,416.7571
Spiritual Passion (aka Dubious),Dexys Midnight Runners,2007,202.39628
Breathe Easy,Williamson,2005,203.17995
Simple Man,Bad Company,1976,296.12363
Get It While You Can,Janis Joplin,1971,205.53098
You're My Girl (LP Version),Rhinoceros,2002,280.24118
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,1990,149.89016
A Devil's Ransom (Album Version),Bury Your Dead,2008,151.71873
Too Much Stuff,Dave Brockie Experience,2001,100.10077
Losers,J.J. Cale,1983,160.62649
Stuck In A Moment You can't Get Out Of,Mariano Yanani,2003,212.06159
The True Beast,All Shall Persih,2006,215.61424
Witchcraft,Beherit,1990,192.13016
Groovin',Jan Wayne,2003,230.76526
If I Was Your Woman,Alicia Keys,2005,244.45342
Clown,Mariah Carey,2002,196.93669
Jump In My Bed,Rooney,2007,199.28771
Pastas Y Vino,Los Auténticos Decadentes,1989,172.09424
Time Flies,Jeckyll & Hyde,2007,220.55138
Take My Breath Away,Jessica Simpson,2004,196.12689
End Of The Age,Becoming The Archetype,2008,389.95546
Talk To Me,Storyville,1998,343.58812
L'Homme De Paille,Jacques Dutronc,1989,142.91546
Party In The Stomach (LP Version),Jim Breuer,2002,478.92853
She's So Young,Pursuit Of Happiness,1988,216.39791
Rotten Apples,The Smashing Pumpkins,1995,184.39791
Send Me An Angel,Zeromancer,2001,236.53832
Blue Blue Day,Don Gibson,1987,109.71383
Regarde Un Peu La France,Miossec,1995,162.32444
Muh- F***a,Redman,2001,199.81016
Eugene's Lament,Beastie Boys,1994,132.51873
Motownphilly,Boyz II Men,1991,245.75955
Tomorrow,Jay & The Americans,1990,173.58322
Metal Militia,Metallica,1982,311.19628
Un Pensamiento,Seguridad Social,1991,278.38649
Overdrive,Foo Fighters,2002,270.47138
Zap Zap,Dynamite Deluxe,2000,86.67383
Rendezvous - Ich hab' Dich seit langem nicht gesehen,Jawoll,1990,235.31057
The Beautiful Shepherdess of Arcadia,The Baltimore Consort,1996,614.00771
Desde el este,Facto Delafe y las flores azules,2007,100.362
Let Me Show You The Way (Out),Toni Braxton,2002,258.48118
McHattie's Waltz,The Waybacks,2000,288.49587
Dendemänner braucht das Land,Dendemann,2006,205.13914
And I Hear You Call,Amorphis,1997,280.97261
Tony Yayo Explosion,G Unit feat. 50 Cent,2002,101.43302
Ninja Mental,Illya Kuryaki And The Valderramas,1996,233.97832
Un P'Tit Brin De Musette,André Verchuren,2001,165.04118
Single Ladies (Put A Ring On It),Beyoncé,2008,466.05016
Ain't Got Nothin' But The Blues (Album Version),Robben Ford,1988,278.96118
Jah Jah Children,Sugar Minott,1977,185.99138
All I Can Do,Kane,2005,220.76036
Take My Hand,Ben Harper And The Blind Boys Of Alabama,2004,234.65751
Mailbox Arson,Alexisonfire,2005,212.11383
Don't Take Your Spirit Away,Deitrick Haddon,2008,234.47465
One Person At A Time,Jonny Lang,2006,182.80444
Women,The Plimsouls,1981,192.13016
Be Careful With A Fool,Johnny Winter,1969,315.92444
Bad Woman,Richard Hawley And Death Ramps_ Arctic Monkeys,2007,139.78077
Tu Me Desesperas,Adalberto Santiago,1977,299.93751
34 Blues,Charlie Patton,1934,173.322
Manuel Santillán_ El León (Versión Reggae),Los Fabulosos Cadillacs,1993,239.67302
Amoria,Hi-Fi Companions,2003,464.5873
Laziest Gal In Town,Marlene Dietrich,1991,158.45832
part 2 - Winterlight,Stephan Micus,2006,316.49914
Aattelepa ite,Jope Ruonansuu,2004,188.96934
Don't Matter,Akon,2006,249.39057
I Am Here,F.I.R.,2009,232.48934
I'm Your Witchdoctor,John Mayall & The Bluesbreakers,1988,129.48853
Slow Poke,Pee Wee King,1989,182.282
My Buddy,Alvino Rey And His Orchestra,2005,193.74975
Here I Am King,Primordial,1995,264.88118
Dead Wrong,Cancer Bats,2010,160.26077
Standing In The Shower... Thinking ( LP Version ),Jane's Addiction,1988,185.15546
Raha ratkaisee,Irwin Goodman,1966,119.06567
Hell On High Heels,Mötley Crüe,2000,260.04853
A Poor Man's Roses,Patsy Cline,1961,168.95955
Chemistry,Michael Stanley Band,1981,173.42649
I Don't Know You People,Orbital,1999,467.53914
Nature Boy,Rick Astley,2005,192.10404
Song For A Friend (Live From Montalvo),Jason Mraz,2007,740.46649
Stay With Me,Faces,1971,279.84934
And Still I Wither,Enslavement Of Beauty,1999,313.75628
No Hace Falta Que Lo Digas,Alejandro Lerner,1984,263.6273
Don't Sit Under The Apple Tree,Barry Manilow Featuring The Glenn Miller Orchestra with Debra Byrd,1994,172.06812
Crazy,Aynsley Lister,2009,227.10812
Guardians Of The Forest,Wolfchant,2007,208.56118
I Won't Spend Another Night Alone,The Ataris,1999,257.85424
We Who Finish Last,Shai Hulud,2008,188.29016
Where Have All The Clowns Gone,Michael Stanley Band,1975,257.61914
Twelve Ounce (Album Version),Home Town Hero,2002,206.88934
Don't Want To Know (1999 Digital Remaster),Bryan Ferry,1994,247.11791
La Pierrade,Bénabar,2007,243.59138
Simon,Lifehouse,2000,360.95955
Jones From Indiana,Daughters,2003,64.9922
The First Cut Is The Deepest,Little Angels,1999,229.01506
Feel Like Blowing My Horn,Robert Lockwood_ Jr.,1998,274.70322
Unsaveable (Album Version),Faith Hill,2002,231.44444
Sister Sue,Commander Cody & His Lost Planet Airmen,1973,162.45506
Mathilda,The Fabulous Thunderbirds,1981,196.44036
All In,Joe McBride,2005,262.76526
Let Men Burn Stars,M83,2005,116.45342
Monopoly On Sorrow,Suicidal Tendencies,1992,312.55465
Two Hearts One Love,Shania Twain,1999,223.00689
Tengo Un Novio Tántriko,Las Ketchup,2002,195.73506
Ich bin jung und brauche das Geld,Eko Fresh feat. G-Style,2003,266.57914
Alive,Dala,2009,240.27383
Vapour Fragments,Intex Systems,2006,131.13424
Now It's My Turn (Aqualite Mix),Berlin,2004,231.18322
A Fall Song,Cross Country,2009,168.77669
All Night Long,Junior Kimbrough,1999,355.68281
Dead Hackers,Marco Beltrami,2007,91.37587
Believe In Me (Clubb Mix),ATB,2005,479.76444
It's All In How You Look At It,Big Jay Oakerson,2009,172.5122
Comfort Zone,Everyday Sunday,2004,160.46975
Dub In Bed,Alternative TV,1981,180.63628
Traveling Fast,Pat Metheny,2008,711.70567
Better Ways,Tam Tam Go!,1990,223.97342
Yesterday,Brasilian Tropical Orchestra,1999,160.31302
Love Letter,Gerald Veasley,1999,251.21914
Gotta Pay (Produced by Oddisee),Wordsworth,2004,254.98077
Grits Ain't Groceries,Rita Chiarelli,2004,208.40444
Climate Control,Uphill Battle,2002,323.36934
Katherine,Steve Riley & The Mamou Playboys,1995,189.64853
Walpurgisnacht,K.I.Z.,2007,331.31057
Dhol Ton Bina,Malkit Singh,1993,354.66404
Don't Give Up,Portable,2002,369.60608
The Burden (Album Version),Dropkick Murphys,2005,175.96036
Everytime It Rains,Peter Gallagher,2005,182.282
From The Pain,Adam Richman,2005,344.94649
Ex Nihilo,Becoming The Archetype,2005,308.74077
Some Enchanted Evening,Jay & The Americans,1988,137.19465
Away From The Sky,Rickie Lee Jones,1989,331.36281
Tell Him,The Exciters,1962,142.21016
Breaking Down The Walls Of Heartache,Dexys Midnight Runners,1991,245.36771
Voodoo Punnany (Album Version),Joe Rogan,2000,268.25098
What Should Be Done,Uriah Heep,1971,252.9171
Wave,Gal Costa,1999,230.47791
Caution,Maxi Priest,1991,292.25751
Lullaby For The Dead In Our Life,Lexie Mountain Boys,2006,239.56853
Swing Life Away,Rise Against,2003,200.12363
Bed's Too Big Without You,Inner Circle,2008,227.81342
Tema De Adrian,2 Minutos,2003,178.72934
God You Are My God,Delirious,2000,225.14893
Windpower,Thomas Dolby,1982,265.45587
Catcher In The Rye,Guns N' Roses,2008,352.96608
Sk8 Tough,UK Subs,1986,136.77669
God Unchanging,Jaime Jamgochian,2008,231.60118
The Rock,Atomic Rooster,1971,269.71383
Empty,Information Society,1997,512.78322
Hungry People,Otis Taylor,2001,301.87057
Krazy In Luv,Beyoncé,2003,254.98077
Out In The Woods,Leon Russell,1976,218.51383
22 (Vingt Deux) (Feat. Ours),Lily Allen Featuring Ours,2009,189.20444
Stand Firm (2002 Digital Remaster),Peter Tosh,1978,371.1473
Packed Up And Took My Mind,Little Milton,1975,278.30812
Why You Wanna Get Funky...,Del The Funky Homosapien,1998,316.60363
Nothin' On You [feat. Bruno Mars] (Album Version),B.o.B,2010,269.63546
Tócale Las Palmas,Peret,1973,179.69587
19th Nervous Breakdown,Jason & The Scorchers,1998,227.49995
Äi Jo,ÄI-TIEM,2003,100.70159
Balon Combo,Mau Mau,1994,233.40363
Two Note Swivel (Unfinished Outtake),Talking Heads,2005,348.78649
You Are,Pearl Jam,2002,268.69506
Sexy Ladies,Justin Timberlake,2006,238.602
Naval War,Gina V. D'Orio,2004,139.91138
What Is Light? Where Is Laughter? (Acoustic Version),Twin Atlantic,2008,240.19546
What Do I Know,Unkle Bob,2006,252.18567
Free (Album Version),Dark new Day,2005,278.02077
Make Me Believe,Martina McBride,1999,230.66077
Twilight,Vangelis,1990,297.66485
Did You See Jackie Robinson Hit That Ball?,Buddy Johnson,2005,140.01587
Mothers Rastas,Taya wooden,2007,267.59791
Hell On Earth (Front Lines),Mobb Deep,1996,274.1024
Can't Break a Dead Girl's Heart,Zombina & The Skeletones,2002,152.65914
Here Comes The Hotstepper,Ini Kamoze,1995,242.59873
These Words,Natasha Bedingfield,2004,377.25995
Get that Girl (Remix),Mother Superior,2008,169.63873
Stairway To Cleveland,Jefferson Starship,1981,240.3522
Sympozium,Dimmu Borgir,2001,313.88689
Whitfield,Atomship,2004,296.04526
In the Underworld,Skyforger,2010,252.81261
Reaching For The Best,The Exciters,1994,194.53342
Suicide,Redman,2007,209.84118
so long_ astoria,The Ataris,2004,199.26159
The Greeting Song (Album Version),Red Hot Chili Peppers,1991,193.43628
Contagious,Y&T,1987,201.74322
They Reminisce Over You (Single Version),Pete Rock & C.L. Smooth,1992,286.69342
Meathead (Album Version) (Non-PA),Story Of The Year,2005,145.3971
Nação,Clara Nunes,1982,213.49832
The Race,Bikini Machine,2009,280.76363
Blue Skies,Blue October,2009,223.29424
Un Cachito De Ti,Sergio Dalma,1995,253.59628
The Scarifice Ceremony,Max Steiner,1993,145.84118
You'll Never Know,Mindy McCready,1997,240.69179
Pianolude,Usher,1999,212.61016
"sample processing failed (part one: ""why don't you fuckin' remember anything ?"")",Aphasia,2001,207.5424
Tengo Un Amor,Toby Love featuring Rakim & Ken-Y,2007,260.28363
Reunion,Bobbie Gentry,1968,156.21179
Ailleurs,France D' Amour,1992,232.202
My FoFo  (Album Version - Amended),Fat Joe,2005,235.20608
Epiphany,Bad Religion,2002,239.882
Sunday,Bebo Norman,2006,219.45424
Rave On (Live 1982),Marshall Crenshaw,2000,95.86893
Banana Split Republic,False Prophets,1984,242.88608
When I Was Drinking,Hem,2000,222.74567
Looking Back,John Mayall & The Bluesbreakers,1997,156.9171
Think,The Rolling Stones,1966,189.67465
Who Cares,Delroy Wilson,1969,191.73832
Yell Out,Pennywise,2005,154.85342
All The Answers,Jesus Jones,1989,227.73506
The Spinward Marches,The Lord Weird Slough Feg,2003,82.52036
We Are One,Kelly Sweet,2007,504.92036
Quiet Time,Regina Belle,1993,307.22567
Ripped Pants,Spongebob Squarepants,2005,76.82567
Wave,Patti Smith Group,1979,284.21179
Guys Do It All The Time,Mindy McCready,1996,192.62649
Your Prophetic Throne Of Ivory,Disembowelment,1993,460.56444
Chase,Leona Naess,2000,199.07873
Gotta Tell Somebody,Don Francisco,1991,395.15383
When Heaven Falls,Swans Of Avon,1995,196.54485
"mixture of noize (part two: ""walter sobchak"" - live extract)",Aphasia,2001,984.55465
From Da Back,DJ Godfather,2003,45.08689
Yo Yo Get Funky,Fast Eddie,1990,278.54322
Woo Hoo,Kings Of Leon,2007,211.40853
Grandbag's Funeral,Happy Mondays,1990,200.80281
The Coldest Days Of My Life,The Chi-Lites,1972,274.83383
I'll See You Sunday,Twila Paris,1980,235.65016
Come Home With Me,Cam'Ron / Juelz Santana / Jimmy Jones,2002,301.50485
Bury Your Head (Acoustic),Saosin,2005,254.27546
Step Up,Flamin' Groovies,1991,199.49669
Ouragan,Oldelaf et Monsieur D,2006,540.47302
Come Around (LP Version),Sister Hazel,2003,235.72853
The Real Trick,Slackbaba,2010,330.39628
Red Umbrella (Album Version),Faith Hill,2007,219.84608
Lindas Africanas,Africando,2003,460.48608
Inhume,Inhume,2003,185.20771
Excuse me,Papa Wemba,1998,168.6722
Co-Pilot (Album Version),Letters To Cleo,1997,220.76036
God's Will,Martina McBride,2003,349.33506
Ghetto Curse Words (Chopped&Screwed),5th Ward Boyz,1994,120.81587
Your One And Only (LP Version),Brenda Lee,1960,188.26404
Give The People,EPMD,1990,310.54322
Call On Me,Bad Company,1975,365.24363
Mine All Mine,Jimmy Wakely,2005,178.1024
Paper Aeroplane (Live From 'Drastic Fantastic' Tour),KT Tunstall,2007,282.5922
This is My Father's World/For the Beauty of the Earth,Glad,1993,234.762
Agenda Zwei Null Eins Null,Django Asül,2004,365.73995
You're Crazy,Guns N' Roses,1987,284.99546
Termites in the Bathtub,Dntel,1998,264.77669
Poisonous (Edited) (Feat. Devin The Dude),Dilated Peoples Featuring Devin The Dude,2004,221.28281
The Distance,Bon Jovi,2002,345.96526
Mental Beat,Hanoi Rocks,1983,304.22159
Jambalaya (On The Bayou),Johnny Copeland,2000,221.962
Comeback,Eric Burdon,1988,125.51791
To Bob Ross With Love (Album Version),Gym Class Heroes,2005,158.64118
Class Compromise (&History's Glory),The Business,2001,144.77016
Why Do You Have to Go,Dells,1957,159.05914
Best Kept Secret,Dons,2006,240.22159
Same Old Song And Dance,Aerosmith,1974,357.53751
You Gotta Go,Fountains Of Wayne,2007,126.87628
Guardian Angel,Since The Flood,2007,194.92526
Only When I'm Drunk,Tha Alkaholiks,1993,217.36444
Talking About It Blues,Otis Taylor,2009,285.72689
Spanish Nights,Michael Stanley Band,1982,346.56608
Far Beyond The Endless,Moist,2010,360.98567
KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-,M.A. Numminen,1998,168.51546
Framed,The Sensational Alex Harvey Band,1972,536.0322
Lonely,Akon,2004,211.66975
La Vida,Los Fabulosos Cadillacs,1999,192.07791
Criteria,Shaggy,2007,223.4771
Louise,Willy DeVille,2008,282.30485
Unforgettable Season,Cut Copy,2008,195.21261
This Love,Maroon 5,2002,177.52771
Approach To Danger (Edited),N.W.A.,2006,165.19791
My Butcher Man,Memphis Minnie,1991,180.29669
Evenglow,David & Steve Gordon,1982,311.35302
Sanchez Family,Harry Gregson-Williams,2004,284.682
Bricks And Mortar,The Jam,1977,157.3873
If You Wanna Be My Friend,Oscar Lima,1999,218.72281
Franks Plea,Marco Beltrami,2004,160.78322
Hummingbird,Leon Russell,1970,226.21995
Where Do We Go Now But Nowhere,Nick Cave & The Bad Seeds,2006,345.75628
Juliet,The Four Pennies,2002,144.14322
Part Of Me (LP Version),Vonray,2003,230.08608
Much Against Everyone'S Advice (Dave Bascombe Radio Mix),Soulwax,2000,171.4673
Let It Flow (Feat. Gauran-T and Freaky Frederali),Five Fingers of Funk,1998,177.00526
Problem Solver,Valient Thorr,2006,200.64608
Sarapatel Humano,Marcio Faraco,2002,293.43302
Psychopath,Lizzy Borden,1985,234.91873
Everybody Loves Me But You,Brenda Lee,1995,151.03955
Abagui Alobi,Patience Dabany,1994,369.162
Visions (20/20),FU-Schnickens,1994,313.80853
Last Night,Northern State,2004,208.09098
A True,Sugar Minott,1984,206.78485
The Painter,Rance Allen Group,2006,199.13098
Ina Your Rights,Aswad,1981,280.94649
Little Bluebird,Little Milton,1995,394.762
[Hidden Track],Galactic,2000,89.67791
The Cleansing Apparatus,A Different Breed of Killer,2008,187.24526
See The Lights (2002 Digital Remaster),Simple Minds,1991,261.8771
Do You Want To,Franz Ferdinand,2005,214.9873
Midnight Train,Darden Smith,1990,226.32444
Vos Sabes,Los Fabulosos Cadillacs,1999,189.88363
School Spirit Skit 2,Kanye West,2003,46.602
It's Like That,RUN-DMC vs. Jason Nevins,1984,250.06975
Strangers In The Night,Glen Washington,2000,201.56036
Hold On I'm A Comin' (Album Version),Bill Cosby,1968,156.39465
Céu do Brasil,Nouvelle,2000,229.51138
Freestyle Ministry (server Verbals),KRS-One,2004,136.95955
Moving On,Constance Demby,1989,285.75302
Red Wind (World),R. Carlos Nakai,1994,551.81016
Open your Eyes,Call To Preserve,2008,199.78404
Up All Night (Acoustic Live Album Version),Unwritten Law,2003,174.10567
Greasers,PRE,2007,92.70812
Femme du guerrier,Les Ogres De Barback,1997,278.12526
Victims of the occupation,Anne Dudley,2006,94.69342
Falling In Love,Uriah Heep,1978,184.55465
Worshipper's Medley,Darwin Hobbs,2005,621.7922
Leo's place,Eric Burdon,1999,246.5171
Stop Complaining/Remix/Jam,Lyrics Born,2006,445.49179
Don't You Wish It Was True,John Fogerty,2007,250.95791
Andra sidan,Sofia Karlsson,2009,172.93016
Fix The Cracks,Humanzi,2006,274.99057
Severe Severing,Klaus Badelt,2007,592.56118
No Rainbow,deadboy & the Elephantmen,2005,275.46077
Too Much Fun,Commander Cody And His Lost Planet Airmen,1974,205.71383
Hope For The Fallen,Call To Preserve,2008,175.22893
Little Bar Butterfly,Mae West,1996,95.08526
Farenheit 303,Orbital,2005,504.47628
Scrimmage,Gerald Clayton,2009,393.63873
Crazy,Aerosmith,1993,319.73832
From a Jack To a King,Ned Miller,1963,131.83955
Say Something [featuring Jean Grae] (Album Version),Talib Kweli,2007,222.11873
Viimeinen lento,Kaija Koo,1993,182.33424
Out in the Streets,The Shangri-Las,1965,161.48853
Shed So Many Tears,Johnny Winter,1984,135.99302
Mountain Theme,Bruce Rowland,1982,113.99791
Ho Shit (Chopped&Screwed),5th Ward Boyz,1993,261.11955
Chile con carne,Gabriel Yared,1986,194.82077
You Found Me,MxPx,1995,151.24853
Slip Kid,The Who,1975,271.69914
Dry Bone Shuffle,Blind Blake,2006,199.1571
These Days,Ayo,2006,288.31302
She Is,The Fray,2005,227.60444
Have Fun Prelude,Speech,2003,24.92036
Mother-In-Law Blues,Little Jr. Parker,1958,154.8273
Pretend,Shelby Lynne,2008,167.07873
Poker Face,Lady GaGa,2008,243.33016
Just Let Me Be In Love,Tracy Byrd,2007,227.57832
Do Somethin' Crazy,Mighty Mighty Bosstones,1989,147.46077
Room At The Bottom,Vince Guaraldi,1964,270.75873
Milkcow Blues,Aerosmith,1991,255.65995
Follow The Leader,Eric B. & Rakim,1988,335.01995
Entre Autre Pas En Traître,Isabelle Adjani,1983,179.77424
So Lonely,The Police,1978,289.64526
3 Deuces,Marcus Miller,2001,382.95465
Corner Story,Del The Funky Homosapien,1998,242.85995
He Can't Love you,Michael Stanley Band,1980,216.34567
Sonnenfreunde,Carl Crack,1998,78.96771
Love Is So Unkind (Album Version),Gabriela Anders,1998,228.07465
I Love You_ You Imbecile,Pelle Carlberg,2007,174.81098
Turning Of A Key,Michael Gettel,1993,272.22159
Squanderer,Shriekback,2007,234.68363
Too Shy To Scream,AFI,2009,176.61342
Lament for Frankie,Solas,1996,192.67873
Sugar Buzz,Russell Malone,2007,286.6673
Night Time,Suicide,2004,394.73587
After Hours,Phantom Planet,2004,164.12689
Outta Control,50 Cent / Mobb Deep,2005,247.77098
Gun Pull,Theodore Shapiro,2006,109.84444
Broken Radio,Jesse Malin,2007,219.19302
Afraid,Mötley Crüe,1997,248.21506
Let's Make Love (Album Version),Faith Hill & Tim McGraw,1999,252.89098
Flight To Jordan,Tito Puente,1998,356.41424
Vegetable (Live),Radiohead,1993,188.31628
summer jam,Set Your Goals,2009,185.86077
Amazing Grace (Album Version),Dropkick Murphys,1999,158.64118
Star Signs,Leona Naess,2003,292.88444
Rock Around The Christmas Tree,Daniel Johnston,2006,130.55955
India,Jeff Wahl,2003,124.682
Joking,Speaker,1999,188.29016
Wake The Sleeper,Uriah Heep,2008,212.84526
That Rock Won't Roll,Restless Heart,1986,210.46812
Safe Passage,Michael Gettel,1996,330.97098
FEZ-Being Born,U2,2009,316.96934
I've Got a Home,Five Blind Boys of Alabama,2008,131.81342
Over The Edge,Akon,2008,266.89261
Raining On Our Love,Shania Twain,1995,278.54322
Writing Paper Blues,Blind Willie McTell,1927,191.73832
All For Nothing,Since The Flood,2007,117.08036
Tonight Will Last Forever (Album Version),Mest,2005,255.50322
L'a fête komine,Edith Lefel,1992,246.30812
New Pony,Bob Dylan,1978,278.96118
Degrees of Freedom,Rhian Sheehan,2002,314.48771
Gwendolina,Line Renaud,1994,146.15465
Wrapped Around Your Finger,The Police,1983,313.70404
You Tell Me,Johnny Cash,1959,80.03873
Goodbye (Solo Version),Billy Bragg,2008,180.1922
Go Back,Crabby Appleton,1970,186.69669
Tiempos Dificiles,Juan Carlos Baglietto,1982,232.61995
Make Me Bad,Korn,1999,231.73179
'Ti Monde (LP Version),BeauSoleil,1991,268.30322
An Mouvman,Kassav',2009,268.90404
De Onda,Bersuit Vergarabat,1998,181.18485
White Feather,Wolfmother,2009,316.21179
Devon,Gabriel Yared,2003,229.98159
Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),Stephan Micus,1988,519.8624
Been There All The Time,Dinosaur Jr.,2007,220.70812
I Remember (amended album version),Lil Boosie,2006,243.35628
When,Wilshire,2003,181.49832
Dancer (2007 Digital Remaster),Babe Ruth,1975,365.16526
Praying For Time,George Michael,1990,281.33832
Sag Ihnen Bescheid,Headliners,2005,216.89424
Bad Dreams,Lyrics Born,2003,200.38485
It Only Takes Two To Tango,The Stranglers,1981,217.96526
Telephone Song,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,1990,208.48281
Crash And Burn [Home Demo],Funeral For A Friend,2007,261.14567
Don't You Know How Much I Love You,Ronnie Milsap,1983,151.37914
Bare As You Dare,Lady Saw,1994,230.53016
Locomotive (Complicity),Guns N' Roses,1991,524.87791
Echo,Joe Satriani,1987,469.60281
Château de sable,Rokia Traoré,2000,340.50567
Coming Undone,Tantric,2009,176.43057
Just Keep It Up,Dee Clark,1990,132.07465
Summer Love Triangle,David Tao,2009,260.33587
Don't Mess With Me (2006 Digital Remaster),Whitesnake,1978,204.14649
The Carpal Tunnel Of Love,Fall Out Boy,2007,203.91138
Don't Worry Baby (1999 Digital Remaster),Bryan Ferry,1973,253.12608
California_ Gracefully,Every Time I Die,2001,171.59791
Narcotic,Methods Of Mayhem / Scott Kirkland,1999,199.31383
Don't Call Me Andy,Andrew W.K.,2006,165.51138
It's A Long Way Around,Burning Spear,1977,185.5473
Isolate,ZO2,2007,276.4273
One I Love,Coldplay,2002,274.41587
Still I Will,Lisa Lynne,2001,261.95546
Paralyzed,The Cardigans,1998,296.85506
Little Louie Bonus,The Bucketheads,1995,383.16363
Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],Fat Joe,2005,211.59138
Love Ain't No Stranger (2003 Digital Remaster),Whitesnake,2003,252.08118
We Are Not Impartial,The Chap,2006,170.05669
The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),Twista,2005,200.98567
Gone,Sugarbomb,2001,219.74159
EU A4,Stress Assassin,2003,229.53751
Start The Fire,Margaret Becker,1989,261.04118
Don't Lie,Dead To Me,2006,145.55383
Warum rappst du?,Kool Savas,2000,79.93424
Desde mi cielo,Mago de Oz,2005,380.682
One Eyed Jack,Joe McBride,2005,314.06975
Say Hello,April Wine,1979,179.04281
I'm Not Worth the Tears,Dolly Parton,1967,152.45016
Cutdown,Bongzilla,2005,419.68281
Rompan Todo,2 Minutos,2006,88.58077
Are We Here ?,Orbital,1994,933.642
Chime (edit),Orbital,1990,192.20853
Tell It Like It T-I-IS (Album Version),The B-52's,1992,313.20771
I've Been Thinking featuring Cat Power (Album Version),Handsome Boy Modeling School,2004,324.07465
Destined To Win,DeGarmo & Key,1988,203.62404
Ley Lines,Embrace the End,2008,364.14649
Heaven Only Knows,K-OS,2002,235.04934
The Journey North,Michael Gettel,1999,338.75546
I'm Wrong,Dave Hollister,2006,301.87057
Au Bout De La Marelle,Patrick Bruel,1999,257.2273
Dying Batteries,Casiotone For The Painfully Alone,2001,51.01669
A Brief History of Shitty Comedy,Patton Oswalt,2004,121.96526
Sensory Deprivation Adventure,From Autumn To Ashes,2007,175.80363
A Baby's Born,James Ingram,1993,376.68526
Cerilene,Sister Hazel,1997,332.93016
Faces,RUN-DMC,1990,267.59791
Look Up At The Stars And You're Gone,Evergreen Terrace,2001,159.4771
The Saga Of Rita Joe,Danilo Perez / Claus Ogerman,2008,459.31057
How Does It Feel,Avril Lavigne,2004,224.93995
Qué Desilusión,Mägo de Oz,2010,295.31383
Dream Lover,Plasmatics,1980,344.24118
Ostravaczech,Krystof,2006,285.67465
Banho De Amor,Moraes Moreira,1991,280.65914
Party In The Sky,Inspiral Carpets,1994,232.12363
Lady Marmalade,Mongo Santamaria,1975,194.76853
Silent Night,Sergio Franchi,1987,170.94485
I WANNA HEAR IT FROM YOU,Eddy Raven,1995,204.85179
Oblivious Darkness,Astarte,2002,515.36934
Heather,Floor,2009,211.90485
Storm In My Heart,Dolores Keane,1993,272.5873
Ouça,Maysa,2008,180.87138
I'm On To You,Hurricane,1988,236.042
Kettle Black,BLEED THE SKY,2008,202.91873
Search For Jenny,Francis Lai,1970,184.45016
Crash Course,UK Subs,1979,140.30322
Guided By History,Mithotyn,1999,391.02649
Strange Fruit,James Carter,2003,258.42893
Hey Joe,Carl Smith,1993,141.47873
Melodia Simple,La Mancha De Rolando,2003,243.98322
Enough,Storyville,1998,263.41832
The Luck You Got,The High Strung,2005,187.27138
Down On Him,Pursuit Of Happiness,1988,151.01342
Surf Bat (Album Version),45 Grave,1983,118.38649
I Dream Of Chi Chi,Brian Tyler,2009,52.87138
The Jezebel Spirit,Brian Eno And David Byrne,1981,296.33261
Say Your Prayers,Gang Starr,1991,84.63628
Canto Triste,Edu Lobo,1967,309.52444
Wild Side,Mötley Crüe,1987,248.55465
Night Life,Charlie McCoy,1991,282.53995
Big Time Charlie,Cockney Rejects,2007,182.25587
How Can You Resist It,Teena Marie,1990,328.56771
Up North Trip,Mobb Deep,1995,298.00444
Into My Eyes,Cherrelle,1999,290.82077
