artist_name,title,year,duration
Little Feat,Down On The Farm (2006 Remastered Edit Version),2006,228.98893
Little Jr. Parker,Mother-In-Law Blues,1958,154.8273
Little Milton,Packed Up And Took My Mind,1975,278.30812
Little Milton,Lookin' for My Baby,1994,175.82975
Little Milton,Little Bluebird,1995,394.762
Little Milton,Walking The Back Streets And Crying,2007,438.88281
Little Willie John,Leave My Kitten Alone,1991,147.25179
Lizzy Borden,Love You to Pieces,1985,232.98567
Lizzy Borden,Psychopath,1985,234.91873
Lizzy Borden,(Wake Up) Time to Die,1985,371.19955
Lizzy Borden,Generation Aliens,1986,268.40771
Lizzy Borden,There Will Be Blood Tonight,2000,235.65016
Lizzy Borden,Zanzibar,2000,386.66404
Lizzy Borden,The Darker Side,2007,379.11465
Lloyd Banks,South Side Story,2004,250.74893
Lole y Manuel,Aljarafe,1992,141.66159
Lollipop Lust Kill,Bury You,2000,265.61261
Lollipop Lust Kill,No Answer (Outro),2002,211.90485
Lonestar,Amie,1997,245.7073
Lonestar,Somebody's Someone,2004,263.49669
Long Beach Dub Allstars,Like A Dog,1999,213.62893
Long Beach Dub Allstars,Free Love,2001,205.11302
Long Beach Dub Allstars,Kablammin' It,2001,282.61832
Loop Guru,The Mystery Epoch,2001,70.26893
Lord Sterling,Poison Lips,2004,315.16689
Lords Of The Underground,Check It (Explicit),1993,264.69832
Loretta Lynn,I'd Rather Have Jesus,1965,161.48853
Loretta Lynn,I Can't Feel You Anymore,1994,195.3171
Los Abuelos De La Nada,Lunes Por La Madrugada,1984,194.01098
Los Amigos Invisibles,Nerio Compra Una Contestadora,1998,24.34567
Los Amigos Invisibles,Ultra-Funk,1998,218.67057
Los Auténticos Decadentes,Pastas Y Vino,1989,172.09424
Los Auténticos Decadentes,El Jorobadito,1989,223.97342
Los Auténticos Decadentes,El Vino Triste,1991,210.02404
Los Auténticos Decadentes,El Chorro,1997,153.57342
Los Auténticos Decadentes,El Gran Señor,1997,205.06077
Los Auténticos Decadentes,Que Vas A Hacer Conmigo,2004,205.37424
Los Chichos,Vuelve Junto A Mi,1979,242.80771
Los Chichos,El Te Daba Mala Vida,1982,221.23057
Los Chichos,No Quieras Marcharte,1984,191.68608
Los Chichos,Porque Nos Queremos,1987,212.53179
Los Chunguitos,Por La Calle Abajo,2000,164.12689
Los Chunguitos,La Medalla,2001,215.32689
Los Del Rio,Macarena,1993,249.49506
Los Del Rio,Macarena,1993,251.21914
Los Delinqüentes,Quítate La Ropa,2009,192.1824
Los Fabulosos Cadillacs,Noches Arabes,1986,187.0624
Los Fabulosos Cadillacs,Twist Y Gritos (Twist & Shout),1988,151.92771
Los Fabulosos Cadillacs,El Mensaje Soy Yo,1989,171.10159
Los Fabulosos Cadillacs,Electrasonic V,1990,137.06404
Los Fabulosos Cadillacs,Manuel Santillán_ El León (Versión Reggae),1993,239.67302
Los Fabulosos Cadillacs,Matador,1993,273.78893
Los Fabulosos Cadillacs,Vos Sabes,1999,189.88363
Los Fabulosos Cadillacs,La Vida,1999,192.07791
Los Indios Tabajaras,Sueño Salvaje,1997,171.28444
Los Muñequitos De Matanzas,Te Ando Buscando,2007,301.19138
Los Titanes,No La Dejes Sola,2008,214.17751
Los Van Van,Appapas Del Calabar,1999,268.042
Lost Boyz,Get Your Hustle On,1997,243.53914
Lost Boyz,What's Wrong,1997,250.27873
Lost Boyz,Certain Things We Do,1997,269.7922
Lot Lorien,Byal ravnec,2007,368.16934
Lou Ann Barton,Please Come Home For Christmas,1986,241.26649
Lou Reed,Sally Can't Dance,1974,211.66975
Loudermilk,Mai,2002,272.03873
Loudon Wainwright III,How Old Are You,1994,128.15628
Loudon Wainwright III,Human Cannonball,1995,190.48444
Loudon Wainwright III,Rowena,2009,152.13669
Louie Ramirez,It's Not What You Say,1968,174.10567
Louis Prima And Keely Smith,I've Got You Under My Skin,1960,159.16363
Louisa Mark,Keep It Like It Is,2003,156.52526
Love Jones,I Like Young Girls,1993,182.72608
Love Jones,Matter Of Fact,1993,384.13016
Love and Rockets,Sweet Lover Hangover,1996,311.19628
Low Millions,Eleanor,2004,193.38404
Luar Na Lubre,Terra,2001,251.81995
Luciana Souza,Azul Contente,1998,259.23873
Luis Alberto Spinetta,Lo Siento En Mi Corazón,1983,191.60771
Luis Alberto Spinetta,Oh! Doctor,1994,143.62077
Luis Alberto Spinetta,Verde Bosque,1994,355.29098
Luis Alberto Spinetta,Llama y Verás,2001,209.47546
Luiz Bonfa,Manhã de Carnaval,1989,147.87873
Luiz Bonfa,Santeleco,2005,141.40036
Luiz Bonfa,Samba De Duas Notas,2005,192.78322
Luke Bryan,What Country Is,2009,192.44363
Luke Vibert,Gwithian,2005,418.79465
Luke Vibert,Mate Tron,2007,420.15302
Lupe Fiasco feat. GemStones and Graham Burris,Dumb It Down (Live From Chicago),2007,211.69587
Lyrics Born,Bad Dreams,2003,200.38485
Lyrics Born,Over You (feat Joyo Velarde_ prod DJ Shadow),2005,256.13016
Lyrics Born,I Changed My Mind (DJ Spinna Remix),2005,313.15546
Lyrics Born,Stop Complaining/Remix/Jam,2006,445.49179
Lyrics Born,Is It The Skin I'm In?,2008,233.32526
M.A. Numminen,KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-,1998,168.51546
M.A. Numminen,Suti-suti,2002,118.30812
M.I.K.E.,Hollow Dream,2006,440.52853
M83,I'm Happy She Said,2001,1071.882
M83,Let Men Burn Stars,2005,116.45342
M83,You Appearing,2008,219.24526
MC5,Intro 2/ Kick Out The Jams (LP Version),1969,172.30322
MC5,Miss X (LP Version),1971,307.722
MC5,Future/Now (LP Version),1971,381.30893
MIMS,Cop It,2007,181.28934
MIMS,Life Of A Star,2009,230.53016
MU330,Cursed Again,1997,132.44036
Ma Rainey,Ma Rainey's Black Bottom,1927,188.94322
Ma Rainey,Night Time Blues,2005,179.61751
Mad Are Sane_ The,Animal Crimes,1984,228.8322
Mademoiselle Sane,Cabaret,2007,173.13914
Madonna,Into The Groove,1985,285.09995
Madonna,Papa Don't Preach,1986,269.58322
Madonna,Bedtime Story (Album Version),1994,248.55465
Madonna,Jump [Jacques Lu Cont Edit],2006,320.1824
Madonna,Vogue [Live],2006,330.94485
Madonna,4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],2008,277.99465
Mae West,Little Bar Butterfly,1996,95.08526
Mae West,Put It Off Until Tomorrow,2006,150.49098
Mae West,Imaginary Love,2006,174.49751
Mago de Oz,Desde mi cielo,2005,380.682
Major Lance,Come See,1963,141.42649
Major Lazer / Vybz Kartel / Afrojack,Pon De Floor,2009,187.0624
Malefaction,Ongoing Plague,2003,139.17995
Malkit Singh,Hai Shava,1993,324.51873
Malkit Singh,Dhol Ton Bina,1993,354.66404
Malkit Singh,Holli Holi Nach Kuriye,2007,430.94159
Mance Lipscomb,So Different Blues,1993,181.39383
Mance Lipscomb,Going Down Slow,2000,187.53261
Mandi,Pieni Maailma,1998,200.59383
Mando Diao,Annie's Angle,2004,182.282
Mando Diao,All My Senses,2004,251.03628
Mando Diao,Popovic,2006,306.18077
Mando Diao,Misty Mountains,2007,144.03873
Manjul,Any Wich Way (Freedom Must Come),2005,226.21995
Mannheim Steamroller,(Everybody's Waiting For) The Man With the Bag,2008,149.89016
Mannheim Steamroller,The Christmas Song,2009,199.83628
Marc Dorsey,Love You Again,1999,301.50485
Marc Lavoine,C'est La Vie,1989,224.39138
Marc Lavoine,Si Tu Veux Le Savoir,1995,190.6673
Marc Shaiman,We're New Yorkers Now!,1999,154.122
Marc Shaiman,Best In LA,2008,81.18812
Marc Shaiman,Blame Canada ( From: South Park ),2008,106.81424
Marc Shaiman,City Slickers,2008,149.86404
Marcie Blane,Wer Einmal 'A' Gesagt (What Does A Girl Do?),2004,136.38485
Marcio Faraco,Sarapatel Humano,2002,293.43302
Marco Beltrami,Franks Plea,2004,160.78322
Marco Beltrami,Nomads Alive,2004,201.61261
Marco Beltrami,1001 Robots,2004,256.39138
Marco Beltrami,Dead Hackers,2007,91.37587
Marco Beltrami,Not A Kid Anymore,2009,115.04281
Marco Beltrami,Revelations,2009,209.08363
Marcus Miller,Let Me Show You [I Just Want To Make You Smile],1983,280.13669
Marcus Miller,3 Deuces,2001,382.95465
Marcus Miller,Outro Duction,2005,52.00934
Margaret Becker,Start The Fire,1989,261.04118
Margaret Becker,Sweet Suffering Christ,1993,242.12853
Maria Bamford,Vennette,2003,127.16363
Maria Muldaur,It Ain't The Meat It's The Motion,1974,180.87138
Maria Muldaur,It Feels Like Rain,1999,411.01016
Mariachi Silvestre Vargas,Cielito lindo,2006,186.09587
Mariah Carey,Someday,1990,236.5122
Mariah Carey,Anytime You Need A Friend,1993,652.40771
Mariah Carey,Outside,1997,286.30159
Mariah Carey,Honey,1997,301.19138
Mariah Carey,Clown,2002,196.93669
Mariah Carey,Mine Again,2005,241.65832
Mariah Carey,Touch My Body,2008,273.52771
Mariah Carey Featuring Da Brat & JD,Honey,1997,314.122
Mariano Yanani,I Still Haven't Found What I'm Looking For,2003,180.00934
Mariano Yanani,Stuck In A Moment You can't Get Out Of,2003,212.06159
Mariano Yanani,Why Should I Cry For You,2005,180.71465
Mariano Yanani,Could You Be Love,2005,216.65914
Mariano Yanani,When We Dance,2005,239.22893
Marilyn Scott,Take Me With You,1995,245.62893
Mario Telles,Nanã,1962,212.13995
Mark Wills,That's A Woman,2003,162.37669
Mark Wills,How Bad Do You Want It,2003,210.33751
Markscheider Kunst,Dj,2010,239.0722
Marlene Dietrich,Laziest Gal In Town,1991,158.45832
Marlene Dietrich,When Love Dies,1991,190.04036
Marlene Dietrich,Auf Der Mundharmonika,1992,159.34649
Maroon 5,Harder To Breathe,2002,173.66159
Maroon 5,This Love,2002,177.52771
Maroon 5,Through With You,2002,181.52444
Maroon 5,She Will Be Loved,2002,261.61587
Maroon 5,Sweetest Goodbye,2002,270.70649
Marshall Crenshaw,Rave On (Live 1982),2000,95.86893
Marshall Crenshaw,From Now Until Then,2003,244.76689
Mart'nália,Cabide,2006,157.07383
Mart'nália,Nas águas de Amaralina,2006,224.36526
Martha Wainwright,Who Was I Kidding,2005,251.16689
Martha Wainwright,Comin' Tonight,2008,209.60608
Martha Wainwright,C'est Toujours la Même Histoire,2009,287.08526
Martin Denny,Manila,1996,144.71791
Martin Sexton,Caught In The Rain,1996,277.39383
Martin Sexton,My Maria (LP Version),1998,244.4273
Martin Sexton,Glory Bound (LP Version),1998,267.36281
Martin Sexton,Things You Do To Me,2000,256.62649
Martin Sexton,Ice Cream Man,2001,352.88771
Martin Sexton,White Christmas,2005,144.19546
Martina McBride,Heart Trouble,1993,198.42567
Martina McBride,Anything's Better Than Feelin' The Blues,1999,181.86404
Martina McBride,Make Me Believe,1999,230.66077
Martina McBride,God's Will,2003,349.33506
Martina McBride,Thanks A Lot,2005,155.97669
Martina McBride,Pick Me Up On Your Way Down,2005,160.62649
Martina McBride,I Can't Stop Loving You,2005,261.95546
Martriden,Blank Eye Stare,2006,355.94404
Marvin Hamlisch,Anya,1977,201.45587
Marvin Hamlisch,Ride To Atlantis,1977,209.34485
Mary Black,Katie,1987,283.61098
Mary Black,Flesh And Blood,1993,245.73342
Mary Black,Turning Away,1999,293.92934
Mary Black & General Humbert,Isle of St. Helena,1984,303.75138
María Elena Walsh,La Mona Jacinta,2000,150.09914
Massive Töne,Im Club,2002,220.78649
Masta Ace Incorporated,Ain't No Game,1995,295.1571
Mastodon,Shadows That Move,2001,233.58649
Mastodon,Deep Sea Creature,2001,280.21506
Mastodon,Megalodon,2004,262.89587
Mastodon,The Czar: Usurper/Escape/Martyr/Spiral (Album Version),2009,654.28853
Mat Kearney,Never Be Ready,2009,215.74485
Matisyahu,Refuge,2004,242.15465
Matisyahu,Exaltation,2004,417.67138
Matt Redman,Facedown,2003,336.92689
Mau Mau,Neir,1992,255.55546
Mau Mau,Balon Combo,1994,233.40363
Mau Mau,Gamble Calypso,2000,232.12363
Mau Mau,Paseo Colòn,2004,285.1522
Maurane,Manies Manigances,1995,172.17261
Maurane,Juste Une Petite Fille,1995,263.67955
Maurane / Lara Fabian,Mais La Vie,2003,198.86975
Maurice Chevalier,La Romance De La Pluie,2000,214.5171
Mavado,Real McKoy Feat. Busy Signal,2007,211.30404
Mavado,Sadness,2007,255.16363
Max Steiner,Presenting The Eight Wonder Of The World,1993,24.13669
Max Steiner,The Scarifice Ceremony,1993,145.84118
Maxi Priest,Caution,1991,292.25751
Maxi Priest,Groovin' In The Midnight,1991,301.81832
Maximilian Hecker,Polyester,2001,228.80608
Maximilian Hecker,Let Me Out,2001,295.60118
Maximilian Hecker,Sleepy Lad,2004,174.23628
Maximilian Hecker,Full Of Voices,2005,205.7922
Maximilian Hecker,Birch,2005,370.02404
Mayday,Dave D. Blues (how To Make It Sting Like A Career) (Album Version),2005,144.40444
Maysa,Escuta_ Noel,2003,176.37832
Maysa,Ouça,2008,180.87138
Melissa Auf der Maur,The Key,2010,232.6722
Melvins,Nude With Boots,2008,217.80853
Melvins,You've Never Been Right - (Live In Boston_ MA 2008),2009,165.38077
Memphis Jug Band,Going Back To Memphis,2001,146.15465
Memphis Jug Band,Ambulance Man,2001,161.54077
Memphis Jug Band,Memphis Jug,2001,187.53261
Memphis Jug Band,Spider's Nest Blues,2005,184.52853
Memphis La Blusera,La Revolución,1995,261.642
Memphis La Blusera,Amigo mío,2001,221.64853
Memphis Minnie,My Butcher Man,1991,180.29669
Memphis Minnie,Nothing In Rambling,1995,166.66077
Memphis Minnie,Pig Meat On The Line,1997,156.42077
Mest,Tonight Will Last Forever (Album Version),2005,255.50322
Metallica,Hit The Lights,1982,252.3424
Metallica,Metal Militia,1982,311.19628
Metallica,The End Of The Line,2008,472.45016
Methods Of Mayhem / Scott Kirkland,Narcotic,1999,199.31383
Metsatöll,Kui rebeneb taevas,2010,269.81832
Micachu,Just In Case,2008,166.42567
Michael Card,Scandalon,1985,234.78812
Michael Gettel,Memory In The Snow,1992,221.90975
Michael Gettel,Through Bucky's Eyes,1992,232.77669
Michael Gettel,River Run,1992,452.25751
Michael Gettel,Turning Of A Key,1993,272.22159
Michael Gettel,Wind And Water,1996,308.87138
Michael Gettel,Safe Passage,1996,330.97098
Michael Gettel,The Journey North,1999,338.75546
Michael Jackson,I Wanna Be Where You Are,1972,182.7522
Michael Jackson,Ain't No Sunshine,1972,251.66322
Michael Jackson,Morning Glow,1973,217.96526
Michael Jackson,Just A Little Bit Of You,1975,192.57424
Michael Jackson,We're Almost There,1975,222.37995
Michael Jackson,Girl You're So Together,1984,188.99546
Michael Jackson,Dirty Diana,1987,281.73016
Michael Jackson,HISTORY,1995,249.99138
Michael Jackson,Tabloid Junkie,1995,272.71791
Michael Jackson,Heaven Can Wait,2001,289.38404
Michael Stanley Band,Lost In The Funhouse Again,1975,220.05506
Michael Stanley Band,Where Have All The Clowns Gone,1975,257.61914
Michael Stanley Band,He Can't Love you,1980,216.34567
Michael Stanley Band,Don't Stop The Music,1980,218.40934
Michael Stanley Band,You're My Love,1981,164.07465
Michael Stanley Band,Chemistry,1981,173.42649
Michael Stanley Band,Take The Time,1982,335.09832
Michael Stanley Band,Spanish Nights,1982,346.56608
Michael Whalen,A New Heart,2004,317.70077
Michèle Arnaud,Ballade Des Oiseaux De Croix,1996,122.27873
Michèle Bernard,Chanson sous la pluie,2002,192.67873
Michèle Bernard,Monsieur qui s'engraisse,2002,212.13995
Michèle Bernard,Le bar du grand désir,2002,232.38485
Michèle Bernard,Le mouton dans la baignoire,2002,253.64853
Michèle Bernard,Canal de jonage,2006,230.24281
Michèle Bernard,Amour noir N 7,2008,136.98567
Midwest Product,Motivator,2003,301.73995
Mighty Mighty Bosstones,Do Somethin' Crazy,1989,147.46077
Mighty Mighty Bosstones,Patricia,1989,168.85506
Mighty Mighty Bosstones,Guns And The Young,1992,142.73261
Mighty Mighty Bosstones,They Came To Boston,1992,211.33016
Miguel Migs,The One,2002,284.60363
Mike And The Mechanics,Seeing Is Believing,1988,193.56689
Mike And The Mechanics,Nobody's Perfect,1988,283.24526
Mike Bloomfield,Junko partner,1996,284.1073
Mike Vax,Trumpet Blues And Cantabile,2001,154.06975
Mikey Dread,The Jumping Master,1981,309.83791
Mikey Dread,Hot Cross Bun,1982,193.12281
Mikey Dread,Two Track Dub (Dub / Instrumental Reggae Music),1982,373.26322
Mikey Dread,Quest for Oneness,1991,184.47628
Milieu,Blackwood Moth,2007,371.87873
Milk Inc.,Losing Love (DJ Wout Remix),1999,430.65424
Milk Inc.,Livin' A Lie (Video Mix),2001,204.25098
Milk Inc.,Nothing To You,2003,202.10893
Milk Inc.,Breakin',2006,206.75873
Milk Inc.,No Angel (radio/album),2006,239.82975
Mindy McCready,Guys Do It All The Time,1996,192.62649
Mindy McCready,Breakin' It,1996,200.38485
Mindy McCready,Ten Thousand Angels,1996,231.83628
Mindy McCready,You'll Never Know,1997,240.69179
Mindy McCready,Be With Me,2002,231.33995
Minipop,Fingerprints,2007,163.00363
Mink DeVille,She's So Tough,1977,166.03383
Mink DeVille,Heaven Stood Still,1980,173.92281
Minnie Riperton,Completeness,1970,212.13995
Minnie Riperton,Lovin' You,1974,224.67873
Minnie Riperton,Les Fleurs,1990,197.69424
Mint Condition,Call Me,1999,293.66812
Miossec,Que Devient Ton Poing Quand Tu Tends Les Doigts,1995,159.60771
Miossec,Regarde Un Peu La France,1995,162.32444
Miossec,Désolé Pour La Poussière,2004,225.90649
Miossec,Nos plus belles années,2009,175.72526
Mira,Openbare Weg,2006,177.81506
Miranda Lee Richards,The Long Goodbye,2001,243.722
Mish Mash,Speechless,2006,211.90485
Mississippi Fred McDowell,You Gotta Move,1999,226.37669
Mississippi John Hurt,Coffee Blues,1966,198.76526
Mississippi John Hurt,Monday Morning Blues,1967,238.94159
Mississippi Mass Choir,It's Good To Know Jesus,2003,221.90975
Mistress,Shovel,2005,580.70159
Mitch Ryder,Jenny Take a Ride,2004,207.43791
Mithotyn,Let Thy Ale Swing,1998,58.30485
Mithotyn,On Misty Pathways,1998,313.36444
Mithotyn,Guided By History,1999,391.02649
Mobb Deep,(The Grave Prelude),1995,50.15465
Mobb Deep,Up North Trip,1995,298.00444
Mobb Deep,Hell On Earth (Front Lines),1996,274.1024
Mobb Deep,Where Ya Heart At,1999,264.64608
Mobb Deep,Got It Twisted,2004,224.62649
Mobb Deep featuring Nate Dogg,Dump,2004,195.65669
Modern Lovers,She cracked,1976,260.62322
Modeselektor,We Do It Too,2002,385.2273
Modeselektor,Tetrispack,2005,256.31302
Moist,Far Beyond The Endless,2010,360.98567
Moments In Grace,Broken Promises (album version),2004,195.91791
Moments In Grace,Stratus (EP Version),2004,254.4322
Mongo Santamaria,Los Conguitos,1959,130.01098
Mongo Santamaria,Watermelon Man,1963,428.06812
Mongo Santamaria,Lady Marmalade,1975,194.76853
Mongo Santamaria,Hush,1995,366.70649
Mongo Santamaria Orchestra,Federico,1995,203.25832
Mons Leidvin Takle,Blott En Dag,2001,180.37506
Monster Magnet,Black Celebration,1998,260.17914
Monster Magnet,Down In The Jungle,2000,289.12281
Monster Magnet,CNN War Theme,2004,217.10322
Montserrat Caballé,The Phantom Of The Opera/Wishing You Were Somehow Here Again,1994,198.13832
Monty Are I,In This Legacy,2006,245.10649
Monty Are I,O Brother,2006,279.24853
Moonsorrow,Ukkosenjumalan poika,2001,356.49261
Moonspell,Alma Mater,1995,318.9024
Moonspell,Sacred,1997,313.46893
Moonspell,The Hanged Man,1998,386.19383
Moonspell,Tired,1999,323.7873
Moraes Moreira,Banho De Amor,1991,280.65914
Morgion,Basking Under a Blacksun Dawning,1997,341.68118
Moros Eros,Safety Net (Album Version),2007,224.41751
Moss,Winter In Finland,2006,206.57587
Moss,Silent Hill,2009,329.35138
Mother Superior,Get that Girl (Remix),2008,169.63873
Motograter,Red (Main Version),2003,226.92526
Mouth Of The Architect,Harboring An Apparition,2006,475.21914
Moving Cloud,Coleman's No. 1 / Ton Double Fisel / Kiely Cotter's / How We Spent the Christmas,2008,251.92444
Moving Ninja,Lost Tribe,2005,287.00689
Mr Lab!,Would You Like,2008,285.17832
Mr. Lif,For You,2006,327.6273
Ms. Dynamite,Natural High (Interlude),2002,56.13669
Ms. Dynamite,All I Ever,2002,269.81832
Ms. Dynamite,Unbreakable,2005,208.5873
Ms. Dynamite,Mr. Prime Minister,2005,286.32771
Ms. Dynamite / Bounty Killer,Put Him Out,2002,241.37098
Ms. Dynamite / Kymani Marley,Seed Will Grow,2002,202.21342
Mudhoney,The Money Will Roll Right In,1991,166.32118
Mudhoney,Between Me & You Kid (Album Version),1993,217.5473
Mudhoney,"Beneath The Valley Of The Underdog (Album Version + Hidden Track ""Talkin' Randy Tate's..."")",1998,519.13098
Mudhoney,It Is Us,2006,211.87873
Mudhoney,New Meaning,2008,159.65995
Mungo Jerry,It's A Secret,1995,193.90649
Mungo Jerry,Pushbike Song,2001,155.24526
Murderdolls,Kill Miss America (Album Version),2002,147.51302
Murphy Lee / Zee,Murphy Lee,2003,268.90404
Musical Youth,Never Gonna Give You Up,1982,183.01342
MxPx,You Found Me,1995,151.24853
MxPx,Drum Machine Joy,1995,215.24853
MxPx,Answer In The Question,2000,129.88036
MxPx,Time Will Tell,2001,88.73751
MxPx,Grey Skies Turn Blue,2004,183.97995
My Chemical Romance,Interlude (Album Version),2004,57.18159
My Chemical Romance,You Know What They Do To Guys Like Us In Prison (Album Version),2004,173.73995
My Chemical Romance,House Of Wolves (Album Version),2006,184.00608
My Chemical Romance,The End. [Live In Mexico],2008,154.30485
Mägo de Oz,Qué Desilusión,2010,295.31383
Månegarm,Vargbrodern Talar,2007,92.76036
Månegarm,Ur Själslig Död,2007,264.6722
Móveis Coloniais de Acaju,Esquilo não samba,2005,271.5424
Móveis Coloniais de Acaju,Perca peso,2005,320.05179
Mötley Crüe,Merry-Go-Round,1981,201.40363
Mötley Crüe,Wild Side,1987,248.55465
Mötley Crüe,Afraid,1997,248.21506
Mötley Crüe,Get It For Free,1999,254.01424
Mötley Crüe,Hell On High Heels,2000,260.04853
Múm,Nightly Cares,2004,249.05098
N.E.R.D.,Don't Worry About It (Edited),2004,221.54404
N.E.R.D.,Intro / Time For Some Action,2008,222.6673
N.W.A.,A B***** Is A B***** (Edited),1989,168.75057
N.W.A.,Approach To Danger (Edited),2006,165.19791
NG3,Tainted Love feat. Tatz,2003,240.50893
NOFX,Stickin In My Eye,1992,144.50893
NOFX,My Heart Is Yearning,1994,143.64689
NOFX,Bath Of Least Resistance,2001,108.12036
NOFX,We March To The Beat Of Indifferent Drum,2006,158.11873
Najoua Belyzel,Ma vie n'est pas la tienne (album),2009,237.71383
Nana Caymmi,Lero Do Bolero,2001,188.65587
Nana Mouskouri,Only You,1997,175.12444
Nando Lauria,O Come All Ye Faithful,2003,210.52036
Natalie Cole,The Gift,1985,194.53342
Natalie Cole,Don't Get Around Much Anymore,1991,154.61832
Natalie Cole,Busted,2008,236.19873
Natalie MacMaster,Father John Macleod's Jig,1999,175.49016
Natasha Bedingfield,These Words,2004,377.25995
Natasha Bedingfield,Love Like This,2008,341.41995
Natural Elements,Mayday,1998,338.1024
Naughty By Nature,The Hood Comes First (LP Version),1993,216.60689
Naughty By Nature,Ring The Alarm,1999,236.95628
Naughty By Nature,Swing Swang,2002,245.65506
Naughty By Nature,Family Tree,2002,330.08281
Ned Miller,From A Jack To A King,1963,128.26077
Ned Miller,From a Jack To a King,1963,131.83955
Negura Bunget,Al Doilea Om,2006,123.66322
Negura Bunget,Cunoasterea Tacuta,2006,431.72526
Neil Diamond,Song Sung Blue,1972,172.38159
Neil Diamond,Song Sung Blue,1972,194.40281
Neil Diamond,Hey Louise,1980,181.15873
Neil Diamond,Brooklyn On A Saturday Night,1984,224.57424
Neil Diamond,Reminisce For A While (Sung With Raul Malo),1996,267.57179
Neil Innes,Come Out Into The Open,1995,222.87628
Neil Sedaka,Because Of You,1999,170.84036
Neon Blonde,New Detroit,2005,170.70975
Nerf Herder,Pantera Fans In Love,2000,200.04526
Nerf Herder,Nervous Breakdown,2002,167.44444
Nestor Torres,This Side Of Paradise,2001,280.2673
Neviss,Epilog,2003,53.39383
Neviss,Spain,2003,169.66485
New Direction,Who Do You Roll With?  (LP Version),1999,265.24689
New Found Glory,Sucker,2000,172.22485
New Found Glory,Don't Let Her Pull You Down,2009,208.27383
New Order,Guilty Partner,1989,288.02567
New Order,Jetstream - Arthur Baker Remix,2005,421.95546
NewFound Road,Brand New Broken Heart,2009,176.56118
Nic Endo,Future Prospects,1998,388.0224
Nicho Hinojosa,Tus Viejas Cartas,2001,188.36853
Nick Cave & The Bad Seeds,New Morning (Live),1993,202.05669
Nick Cave & The Bad Seeds,Loverman,1994,382.01424
Nick Cave & The Bad Seeds,Stagger Lee,1996,315.08853
Nick Cave & The Bad Seeds,Rock Of Gibraltar,2003,180.03546
Nick Cave & The Bad Seeds,Still In Love,2003,283.74159
Nick Cave & The Bad Seeds,Where Do We Go Now But Nowhere,2006,345.75628
Nick Colionne,If You Ask Me,2006,215.14404
Nick Ingman,Down Home,1973,179.43465
Nick Jonas & The Administration,State of Emergency,2010,214.72608
Nickelback,We Will Rock You,2005,119.7971
Nickelback,Savin' Me,2005,217.62567
Nickelback,Follow You Home (Album Version),2005,260.33587
Nickelback,If Today Was Your Last Day (Album Version),2008,248.05832
Nickelback featuring Kid Rock,Saturday Night's Alright (For Fighting),2003,223.99955
Nicolas Bacchus,Préliminaires_ par Philippe Pagès (feat. Philippe Pagès),2002,65.61914
Nicolas Bacchus,Josy,2002,215.01342
Nightfall,Master_ Faster_ Sweet Desaster,1999,207.77751
Nightfall,Death Of Neira,2003,272.69179
Nightfall,So(u)l Invictus,2004,190.87628
Nights Like These,Ghost Town Rituals (Album Version),2006,305.89342
Nightwish,Lappi Pt IV Etiäinen,1997,153.44281
Nightwish,Beauty And The Beast,1997,382.58893
Nightwish,Sleepwalker,2000,175.80363
Nightwish,Kuolema Tekee Taiteilijan,2004,238.54975
Nightwish,Escapist,2007,301.06077
Nightwish,The Poet And The Pendulum,2007,834.66404
Nine Inch Nails,Sin,1989,242.96444
Nine Inch Nails,Memorabilia,1994,441.96526
Nine Inch Nails,The Frail,1999,168.56771
Nine Inch Nails,Metal,2000,426.89261
Nine Inch Nails,Survivalism,2007,256.83546
Nino Nardini,Bumbling Along,2001,33.20118
No Address,Pretty Girl (Amended Version),2005,286.4322
Noah Lewis,Devil In The Wood Pile,2002,169.74322
Noemi,Per Colpa Tua,2010,226.37669
Noisettes,Bridge To Canada,2006,205.06077
Noisettes,Don't Upset The Rhythm (Go Baby Go),2009,218.46159
Nolwenn Leroy,Etre Une Femme,2003,201.22077
Non Phixion,Sleepwalkers,1999,222.56281
Non Stop DJs,Hydraulic Pimp,2004,222.24934
Non Stop DJs,Hoes & Discos,2004,237.92281
North Mississippi Allstars,Teasin' Brown,2005,219.0624
North Mississippi Allstars,2StepN,2006,166.21669
Norther,Fuck You,2006,122.72281
Northern State,Last Night,2004,208.09098
Nouvelle,Céu do Brasil,2000,229.51138
Novaspace,Guardian Angel,2002,231.54893
Novaspace,Summer Of Love,2004,356.23138
Novaspace,Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),2004,389.61587
Novembre,Reason,2006,313.3122
Novembre,Triesteitaliana,2007,295.23546
Novika,Common Tear,2006,214.49098
Novika,Mikawa Miya,2006,268.90404
O'2L,Little Edith,2005,290.08934
OV7,Volvere,2000,164.33587
OV7,Una na na,2001,239.67302
Obie Bermudez,Antes (Salsa Version),2003,271.25506
Obie Bermudez,Celos,2004,220.78649
Oceansize,New Pin (edit),2005,249.93914
Oesch's die Dritten,Der weisse Mond von Maratonga,2007,209.97179
