artist_name,year,songs_count
Mance Lipscomb,1993,1
Mance Lipscomb,2000,1
Mandi,1998,1
Mando Diao,2004,2
Mando Diao,2006,1
Mando Diao,2007,1
Manjul,2005,1
Mannheim Steamroller,2008,1
Mannheim Steamroller,2009,1
Marc Dorsey,1999,1
Marc Lavoine,1989,1
Marc Lavoine,1995,1
Marc Shaiman,1999,1
Marc Shaiman,2008,3
Marcie Blane,2004,1
Marcio Faraco,2002,1
Marco Beltrami,2004,3
Marco Beltrami,2007,1
Marco Beltrami,2009,2
Marcus Miller,1983,1
Marcus Miller,2001,1
Marcus Miller,2005,1
Margaret Becker,1989,1
Margaret Becker,1993,1
Maria Bamford,2003,1
Maria Muldaur,1974,1
Maria Muldaur,1999,1
Mariachi Silvestre Vargas,2006,1
Mariah Carey,1990,1
Mariah Carey,1993,1
Mariah Carey,1997,2
Mariah Carey,2002,1
Mariah Carey,2005,1
Mariah Carey,2008,1
Mariah Carey Featuring Da Brat & JD,1997,1
Mariano Yanani,2003,2
Mariano Yanani,2005,3
Marilyn Scott,1995,1
Mario Telles,1962,1
Mark Wills,2003,2
Markscheider Kunst,2010,1
Marlene Dietrich,1991,2
Marlene Dietrich,1992,1
Maroon 5,2002,5
Marshall Crenshaw,2000,1
Marshall Crenshaw,2003,1
Mart'nália,2006,2
Martha Wainwright,2005,1
Martha Wainwright,2008,1
Martha Wainwright,2009,1
Martin Denny,1996,1
Martin Sexton,1996,1
Martin Sexton,1998,2
Martin Sexton,2000,1
Martin Sexton,2001,1
Martin Sexton,2005,1
Martina McBride,1993,1
Martina McBride,1999,2
Martina McBride,2003,1
Martina McBride,2005,3
Martriden,2006,1
Marvin Hamlisch,1977,2
Mary Black,1987,1
Mary Black,1993,1
Mary Black,1999,1
Mary Black & General Humbert,1984,1
María Elena Walsh,2000,1
Massive Töne,2002,1
Masta Ace Incorporated,1995,1
Mastodon,2001,2
Mastodon,2004,1
Mastodon,2009,1
Mat Kearney,2009,1
Matisyahu,2004,2
Matt Redman,2003,1
Mau Mau,1992,1
Mau Mau,1994,1
Mau Mau,2000,1
Mau Mau,2004,1
Maurane,1995,2
Maurane / Lara Fabian,2003,1
Maurice Chevalier,2000,1
Mavado,2007,2
Max Steiner,1993,2
Maxi Priest,1991,2
Maximilian Hecker,2001,2
Maximilian Hecker,2004,1
Maximilian Hecker,2005,2
Mayday,2005,1
Maysa,2003,1
Maysa,2008,1
Melissa Auf der Maur,2010,1
Melvins,2008,1
Melvins,2009,1
Memphis Jug Band,2001,3
Memphis Jug Band,2005,1
Memphis La Blusera,1995,1
Memphis La Blusera,2001,1
Memphis Minnie,1991,1
Memphis Minnie,1995,1
Memphis Minnie,1997,1
Mest,2005,1
Metallica,1982,2
Metallica,2008,1
Methods Of Mayhem / Scott Kirkland,1999,1
Metsatöll,2010,1
Micachu,2008,1
Michael Card,1985,1
Michael Gettel,1992,3
Michael Gettel,1993,1
Michael Gettel,1996,2
Michael Gettel,1999,1
Michael Jackson,1972,2
Michael Jackson,1973,1
Michael Jackson,1975,2
Michael Jackson,1984,1
Michael Jackson,1987,1
Michael Jackson,1995,2
Michael Jackson,2001,1
Michael Stanley Band,1975,2
Michael Stanley Band,1980,2
Michael Stanley Band,1981,2
Michael Stanley Band,1982,2
Michael Whalen,2004,1
Michèle Arnaud,1996,1
Michèle Bernard,2002,4
Michèle Bernard,2006,1
Michèle Bernard,2008,1
Midwest Product,2003,1
Mighty Mighty Bosstones,1989,2
Mighty Mighty Bosstones,1992,2
Miguel Migs,2002,1
Mike And The Mechanics,1988,2
Mike Bloomfield,1996,1
Mike Vax,2001,1
Mikey Dread,1981,1
Mikey Dread,1982,2
Mikey Dread,1991,1
Milieu,2007,1
Milk Inc.,1999,1
Milk Inc.,2001,1
Milk Inc.,2003,1
Milk Inc.,2006,2
Mindy McCready,1996,3
Mindy McCready,1997,1
Mindy McCready,2002,1
Minipop,2007,1
Mink DeVille,1977,1
Mink DeVille,1980,1
Minnie Riperton,1970,1
Minnie Riperton,1974,1
Minnie Riperton,1990,1
Mint Condition,1999,1
Miossec,1995,2
Miossec,2004,1
Miossec,2009,1
Mira,2006,1
Miranda Lee Richards,2001,1
Mish Mash,2006,1
Mississippi Fred McDowell,1999,1
Mississippi John Hurt,1966,1
Mississippi John Hurt,1967,1
Mississippi Mass Choir,2003,1
Mistress,2005,1
Mitch Ryder,2004,1
Mithotyn,1998,2
Mithotyn,1999,1
Mobb Deep,1995,2
Mobb Deep,1996,1
Mobb Deep,1999,1
Mobb Deep,2004,1
Mobb Deep featuring Nate Dogg,2004,1
Modern Lovers,1976,1
Modeselektor,2002,1
Modeselektor,2005,1
Moist,2010,1
Moments In Grace,2004,2
Mongo Santamaria,1959,1
Mongo Santamaria,1963,1
Mongo Santamaria,1975,1
Mongo Santamaria,1995,1
Mongo Santamaria Orchestra,1995,1
Mons Leidvin Takle,2001,1
Monster Magnet,1998,1
Monster Magnet,2000,1
Monster Magnet,2004,1
Montserrat Caballé,1994,1
Monty Are I,2006,2
Moonsorrow,2001,1
Moonspell,1995,1
Moonspell,1997,1
Moonspell,1998,1
Moonspell,1999,1
Moraes Moreira,1991,1
Morgion,1997,1
Moros Eros,2007,1
Moss,2006,1
Moss,2009,1
Mother Superior,2008,1
Motograter,2003,1
Mouth Of The Architect,2006,1
Moving Cloud,2008,1
Moving Ninja,2005,1
Mr Lab!,2008,1
Mr. Lif,2006,1
Ms. Dynamite,2002,2
Ms. Dynamite,2005,2
Ms. Dynamite / Bounty Killer,2002,1
Ms. Dynamite / Kymani Marley,2002,1
Mudhoney,1991,1
Mudhoney,1993,1
Mudhoney,1998,1
Mudhoney,2006,1
Mudhoney,2008,1
Mungo Jerry,1995,1
Mungo Jerry,2001,1
Murderdolls,2002,1
Murphy Lee / Zee,2003,1
Musical Youth,1982,1
MxPx,1995,2
MxPx,2000,1
MxPx,2001,1
MxPx,2004,1
My Chemical Romance,2004,2
My Chemical Romance,2006,1
My Chemical Romance,2008,1
Mägo de Oz,2010,1
Månegarm,2007,2
Móveis Coloniais de Acaju,2005,2
Mötley Crüe,1981,1
Mötley Crüe,1987,1
Mötley Crüe,1997,1
Mötley Crüe,1999,1
Mötley Crüe,2000,1
Múm,2004,1
N.E.R.D.,2004,1
N.E.R.D.,2008,1
N.W.A.,1989,1
N.W.A.,2006,1
NG3,2003,1
NOFX,1992,1
NOFX,1994,1
NOFX,2001,1
NOFX,2006,1
Najoua Belyzel,2009,1
Nana Caymmi,2001,1
Nana Mouskouri,1997,1
Nando Lauria,2003,1
Natalie Cole,1985,1
Natalie Cole,1991,1
Natalie Cole,2008,1
Natalie MacMaster,1999,1
Natasha Bedingfield,2004,1
Natasha Bedingfield,2008,1
Natural Elements,1998,1
Naughty By Nature,1993,1
Naughty By Nature,1999,1
Naughty By Nature,2002,2
Ned Miller,1963,2
Negura Bunget,2006,2
Neil Diamond,1972,2
Neil Diamond,1980,1
Neil Diamond,1984,1
Neil Diamond,1996,1
Neil Innes,1995,1
Neil Sedaka,1999,1
Neon Blonde,2005,1
Nerf Herder,2000,1
Nerf Herder,2002,1
Nestor Torres,2001,1
Neviss,2003,2
New Direction,1999,1
New Found Glory,2000,1
New Found Glory,2009,1
New Order,1989,1
New Order,2005,1
NewFound Road,2009,1
Nic Endo,1998,1
Nicho Hinojosa,2001,1
Nick Cave & The Bad Seeds,1993,1
Nick Cave & The Bad Seeds,1994,1
Nick Cave & The Bad Seeds,1996,1
Nick Cave & The Bad Seeds,2003,2
Nick Cave & The Bad Seeds,2006,1
Nick Colionne,2006,1
Nick Ingman,1973,1
Nick Jonas & The Administration,2010,1
Nickelback,2005,3
Nickelback,2008,1
Nickelback featuring Kid Rock,2003,1
Nicolas Bacchus,2002,2
Nightfall,1999,1
Nightfall,2003,1
Nightfall,2004,1
Nights Like These,2006,1
Nightwish,1997,2
Nightwish,2000,1
Nightwish,2004,1
Nightwish,2007,2
Nine Inch Nails,1989,1
Nine Inch Nails,1994,1
Nine Inch Nails,1999,1
Nine Inch Nails,2000,1
Nine Inch Nails,2007,1
Nino Nardini,2001,1
No Address,2005,1
Noah Lewis,2002,1
Noemi,2010,1
Noisettes,2006,1
Noisettes,2009,1
Nolwenn Leroy,2003,1
Non Phixion,1999,1
Non Stop DJs,2004,2
North Mississippi Allstars,2005,1
North Mississippi Allstars,2006,1
Norther,2006,1
Northern State,2004,1
Nouvelle,2000,1
Novaspace,2002,1
Novaspace,2004,2
Novembre,2006,1
Novembre,2007,1
Novika,2006,2
O'2L,2005,1
OV7,2000,1
OV7,2001,1
Obie Bermudez,2003,1
Obie Bermudez,2004,1
Oceansize,2005,1
Oesch's die Dritten,2007,1
Off Broadway,1979,1
Oh No,2009,1
Ol' Dirty Bastard,1995,1
Old Man's Child,1998,1
Old Man's Child,2003,1
Old Soul,2008,1
Oldelaf et Monsieur D,2006,2
Oldelaf et Monsieur D,2009,1
Olga Tañon,2002,1
Olga Tañón,2006,1
Oliver Kalkofe,2008,1
Olivia Ruiz,2004,1
Olivia Ruiz,2005,1
One Block Radius,2008,1
Onesidezero,2001,2
Onyx,2002,1
Open Hand,1999,1
Open Hand,2000,1
Open Hand,2004,2
Opiate For The Masses,2008,1
Orbital,1990,1
Orbital,1994,2
Orbital,1999,2
Orbital,2001,1
Orbital,2005,1
Organized Konfusion,1997,1
Orquesta America,1997,1
Orquesta Aragón,2003,1
Orquesta Broadway,1981,1
Orquestra,1967,1
Orthrelm,2002,1
Oscar Lima,1999,1
Oscar Lima,2000,1
Otis Spann,1989,2
Otis Spann,1990,2
Otis Spann,1995,2
Otis Spann,1997,1
Otis Taylor,2001,2
Otis Taylor,2009,1
Out Of The Grey,1995,1
OutKast,1994,1
OutKast,1996,1
OutKast,1998,1
OutKast,2003,1
OutKast featuring George Clinton,1998,1
Outerspace,2004,1
Outerspace,2006,1
Owl City,2007,1
Owl City,2008,1
Owsley,1999,3
Oztara,2005,1
PATSY CLINE & WILLIE NELSON,1991,1
PRE,2007,1
Pacha Massive,2006,1
Pacha Massive,2007,1
Pacha Massive,2009,2
Pagan Wanderer Lu,2006,1
Palito Ortega,2004,1
Panic! At The Disco,2005,1
Panzer AG,2004,1
Panzer AG,2006,1
Papa Wemba,1992,1
Papa Wemba,1998,2
Papoose,2006,1
Paris_ Texas,2002,1
Pascal Obispo,1994,1
Pascal Obispo,2004,1
Pascal Obispo,2006,1
Pascal Sangla,2010,2
Pat Green,2001,1
Pat Metheny,1979,1
Pat Metheny,2008,1
Patience Dabany,1994,1
Patricia Kaas,1988,1
Patrick Bruel,1991,1
Patrick Bruel,1999,1
Patrick Lamb,2007,1
Patsy Cline,1961,1
Patsy Cline,1995,1
Patti Smith,1996,1
Patti Smith,2000,1
Patti Smith Group,1979,1
Patton Oswalt,2004,1
Patton Oswalt,2007,1
Patty Griffin,1996,2
Patty Griffin,1998,1
Patty Griffin,2010,1
Paul Avgerinos,2004,2
Paul Avgerinos,2006,1
Paul Brown,2005,2
Paul Cantelon,2008,2
Paul Carrack,1989,2
Paul Geremia,2004,1
Paul Glazby,2001,1
Paul Rogers,1993,1
Paul Stanley,1978,1
Paul Thorn,2006,1
Paula Santoro,2006,1
Pearl Jam,1998,1
Pearl Jam,2002,1
Pearl Jam,2006,1
Pedro Aznar,1995,2
Pedro Luis e a Parede,1997,2
Pee Wee King,1989,1
Peggy Lee,1992,1
Peggy Zina,2009,1
Pelle Carlberg,2007,2
Penguin Café Orchestra,1981,1
Penguin Café Orchestra,1987,1
Penguin Café Orchestra,2001,1
Pennywise,2005,3
Pepe Kalle,2005,1
Pepper,2007,1
Pepper,2008,2
Pepper,2009,1
Percy Faith And His Orchestra,1953,1
Percy Mayfield,1950,1
Peret,1973,1
Perrey And Kingsley,1966,1
Perrey And Kingsley,1968,1
Perrey And Kingsley,1988,1
Perrey And Kingsley,2001,1
Pescado Rabioso,1973,2
Pete Rock & C.L. Smooth,1992,1
Peter Gallagher,2005,1
Peter Tosh,1978,2
Phantom Planet,2004,3
Phantom Planet,2008,1
Phantomsmasher,2002,1
Phil Collins,1981,1
Phil Collins,1982,1
Phil Collins,1985,1
Phil Collins,1988,1
Phil Collins,1990,1
Phil Collins,1993,2
Phil Collins,1996,2
Phil Collins,2002,1
Phil Collins,2003,1
Phil Vassar,2000,1
Phil Vassar,2008,1
Philip Bailey,1998,1
Philip Glass,2007,1
Philly's Most Wanted,2001,1
Photek,1997,1
Photek,2000,3
Photo Atlas,2007,1
Pictures of Then,2009,1
Piero Umiliani,1998,1
Pierre Perret,1975,1
Pierre Perret,1994,3
Pierre Perret,2007,1
Pink Floyd,1967,1
Pink Floyd,1972,1
Placebo,1999,1
Placebo,2000,1
Placebo,2003,3
Placebo,2009,2
Planet P Project,1984,2
Planetakis,2007,1
Planxty,1973,2
Plasmatics,1979,1
Plasmatics,1980,1
Plasmatics,1996,1
Plies,2007,1
Plies featuring Tank,2007,1
Plump DJs,2003,2
Point Of Grace,1998,1
Polkaholix,2007,2
Poncho Sanchez,1987,1
Poncho Sanchez,2001,2
Poncho Sanchez,2002,1
Poncho Sanchez,2004,1
Poncho Sanchez / Dianne Reeves,1999,1
Porcupine Tree,1991,1
Porcupine Tree,1997,1
Porcupine Tree,2002,1
Porcupine Tree,2009,1
Portable,2002,1
Portable,2003,1
Porter Wagoner,1997,1
Power Pill Fist,2008,1
Precious Bryant,2002,2
Precious Bryant,2005,1
Pride Tiger,2007,1
Primordial,1995,1
Primordial,1998,3
Primordial,2007,1
Prince,1978,1
Princess Lover,2007,1
Professor Longhair,1980,1
Professor Longhair,1985,2
Professor Longhair,1993,1
Public Image Ltd,1979,1
Public Image Ltd,1983,2
Public Image Ltd,1984,1
Public Image Ltd,1985,1
Pursuit Of Happiness,1988,4
Pyranja,2003,1
Pyranja,2004,1
Pyranja,2006,2
Pyrolator,2005,1
Quadro Nuevo,2002,3
Quadro Nuevo,2006,1
Queens Of The Stone Age,2002,1
Queens Of The Stone Age,2005,2
Quincy Jones,1988,2
Quinteto Violado,1999,1
R. Carlos Nakai,1982,1
R. Carlos Nakai,1994,1
R.E.M.,1982,1
R.E.M.,1983,1
R.E.M.,2004,1
R.L. Burnside,1997,1
R.L. Burnside,2001,1
R.L. Burnside,2004,1
RIDDLIN' KIDS,2004,1
RUN-DMC,1984,1
RUN-DMC,1985,3
RUN-DMC,1988,3
RUN-DMC,1990,2
RUN-DMC,1993,1
RUN-DMC Featuring Jagged Edge,2001,1
RUN-DMC vs. Jason Nevins,1984,1
Rachael Starr,2005,1
Rachel Portman,2008,2
Radio Birdman,2006,1
Radio Moscow,2009,1
Radiohead,1993,2
Radiohead,1995,1
Radiohead,1997,1
Radiohead,2000,1
Radiohead,2001,1
Radiohead,2003,1
Radiohead,2007,1
Radiohead,2009,2
Rage Against The Machine,2000,1
Rah Digga (Featuring Outsidaz),2000,1
Rainbow,1975,1
Rainbow,1978,1
Rainbow,1981,1
Rajery,2005,1
Rakim,1997,2
Rakim feat. Tracey Horton,2009,1
Ramesses,2005,1
Rance Allen Group,2006,2
Randy Travis,1986,1
Randy Travis,1993,2
Randy Travis,1996,1
Raphaël,2003,1
Raphaël,2007,1
Raphaël,2008,1
Ras Michael and the Sons of Negus,1978,1
Rauni Pekkala,1994,1
Ray Barretto,1992,1
Ray Lynch,1984,1
Ray Lynch,1998,1
Ray Pillow,1998,1
Ray Price,1989,1
Rea_ Chris,1999,1
Reach 454,2003,1
Red Foley,1936,1
Red Hot Chili Peppers,1985,1
Red Hot Chili Peppers,1991,2
Red Hot Chili Peppers,1999,3
Red Hot Chili Peppers,2002,1
Red I Flight,2008,2
Red Stick Ramblers,2000,1
Redman,1992,1
Redman,1998,1
Redman,2001,2
Redman,2007,1
Reel Big Fish,2007,2
Regina Belle,1993,2
Regina Belle,1995,1
Regina Belle,2004,1
Remmy Ongala,2007,1
Remy Shand,2002,1
Renee Rosnes,2000,1
Republica,1998,1
Republica;Jonny Male;Dave Arch,1996,1
Restless Heart,1986,1
Rhian Benson,2004,1
Rhian Sheehan,2001,2
Rhian Sheehan,2002,1
Rhian Sheehan,2004,1
Rhinoceros,2002,1
Ricardo Lemvo,1997,1
Richard Galliano,1992,1
Richard Galliano,1999,3
Richard Hawley And Death Ramps_ Arctic Monkeys,2007,1
Richard Hell & The Voidoids,1977,1
Richard Lloyd,1979,1
Richi M.,1998,1
Richi M.,2000,1
Richie McDonald,2009,1
Richie Ray & Bobby Cruz,1970,1
Richie Ray & Bobby Cruz,2005,1
Rick Astley,1987,2
Rick Astley,1991,1
Rick Astley,1993,1
Rick Astley,2005,2
Rickie Lee Jones,1979,1
Rickie Lee Jones,1989,3
Rickie Lee Jones,1991,1
Ricky Martin,1999,1
Ricky Martin,2001,1
"Ricky Martin Feat. La Mari de ""Chambao",2008,1
Righteous Brothers,1965,1
Righteous Brothers,1975,1
Righteous Brothers,1999,1
Rihanna,2005,1
Rihanna,2006,2
Rihanna,2007,4
Rikk Agnew,1982,1
Rise Against,2001,2
Rise Against,2003,2
Rise Against,2004,1
Rise Against,2006,2
Rishi Rich,2006,3
Rita Chiarelli,1992,1
Rita Chiarelli,2004,2
Rita Chiarelli,2006,2
Robben Ford,1988,3
Robben Ford,1997,1
Robben Ford,2002,1
Robben Ford,2009,1
Robert Lockwood_ Jr.,1998,4
Robert Palmer,1978,1
Robert Palmer,1980,1
Robert Palmer,1981,1
Robin Beanland/Dweezil Zappa/Nile Rodgers/Rabbit In The Moon,2005,1
Robin Fox,2001,1
Rocket From The Tombs,2002,1
Rodney O & Joe Cooley,1991,1
Rodney O & Joe Cooley,1993,1
Rodney O & Joe Cooley,1995,1
Rodney O & Joe Cooley,2002,1
Rodney O_ Joe Cooley,1995,1
Roger Clyne & The Peacemakers,2002,1
Roger Creager,1998,1
Roger Creager,2003,1
Roger Sanchez,2006,2
Roger Subirana,2002,1
Rokia Traoré,2000,1
Rokia Traoré,2008,1
Ron Goodwin,1999,2
Ronnie Milsap,1980,1
Ronnie Milsap,1982,1
Ronnie Milsap,1983,1
Room 5,2003,1
Rooney,2007,2
Roy Buchanan,1974,1
Roy Drusky,1961,1
Roy Roberts,1997,1
Rubyhorse,2002,2
Rudolph Valentino,1992,1
Rupa & the April Fishes,2009,1
Russ Taff,1998,1
Russell Malone,2007,1
RyanDan,2007,2
S.U.P,1993,1
S.U.P,2001,2
SKYCLAD,1994,1
SNAP!,1994,1
SNAP!,1996,2
SNAP!,2005,1
SUE THOMPSON,1985,1
SUMO,1987,1
SUMO,1989,1
SWAMI featuring Asuivre,2007,1
SWAMI featuring Ishmael Morabe,2007,1
Saafir,1999,1
Sade,1983,1
Sade,1988,1
Sade,2000,2
Sade,2010,1
Saigon Kick,1993,1
Salt The Wound,2008,2
Salt The Wound,2009,2
Salt-N-Pepa,1988,1
Sam Baker,2005,1
Sam Fan Thomas,1989,1
Sammi Cheng,2004,1
Samy Deluxe,2001,1
Samy Deluxe,2004,1
Samy Deluxe,2005,2
Samy Deluxe,2006,1
Sandi Thom,2006,2
Sandi Thom,2008,1
Sandra Mihanovich,1994,1
Sandy Posey,1966,1
Sandy Posey,1990,1
Saosin,2005,2
Sapo,2003,2
Sara Melson,2008,1
Satan's Host,2006,1
Savage Garden,1999,1
Savoy Brown,1989,1
Scar Symmetry,2006,3
Scar Symmetry,2008,1
Scarlet's Remains,2005,1
Scarlet's Remains,2007,1
Schoolyard Heroes,2007,1
Scott Glasgow,2007,1
Scott Glasgow,2009,1
Scott Matthews,2006,1
Scott Matthews,2009,1
Scott Weiland,1998,1
Screamin' Jay Hawkins,1956,1
Screamin' Jay Hawkins,1995,1
Screamin' Jay Hawkins,1996,1
Screaming Lord Sutch,1982,1
Seal,1991,1
Seal,1998,2
Seal,2001,1
Seal,2005,1
Sean Callery,2008,1
Sean Kingston,2009,1
Seatrain,1973,1
Seguridad Social,1991,1
Seguridad Social,1999,1
Seguridad Social,2005,1
Semisonic,1993,1
Semisonic,1998,2
Sensations,2005,1
Sergio Dalma,1995,2
Sergio Franchi,1987,1
Sergio Mendes,2006,1
Sergio Mendes / Black Eyed Peas,1985,1
Session Americana,2007,1
Set Your Goals,2006,1
Set Your Goals,2009,2
Seven Mary Three,1997,1
Seven Mary Three,2008,1
Seventh Day Slumber,2005,1
Seventh Day Slumber,2009,1
Seventh Star,2007,1
Sex Machine ft. Shèna,2006,1
Sex Pistols,1977,3
Sex Pistols,1988,1
Sex Pistols,1998,1
Sex Pistols,2004,1
Shadows Fall,2000,1
Shadows Fall,2004,1
Shaggy,1994,1
Shaggy,2007,1
Shaggy / Brian & Tony Gold,2002,1
Shai Hulud,2008,1
Shakedown,2001,1
Shakira,1995,2
Shakira,1997,1
Shakira,1998,3
Shakira,2001,2
Shakira,2009,1
Shamen,1992,2
Shamen,1995,1
Shamen,2002,1
Shanadoo,2006,2
Shania Twain,1995,1
Shania Twain,1999,1
Shapeshifters,2008,1
Sharon Burch,1999,2
Sharon Shannon,2007,1
Shawn Colvin,1989,2
Shawn Colvin,1996,1
Shawn Colvin,2006,1
She Satellites,1999,1
Sheek Louch,2009,1
Shelby Lynne,2005,1
Shelby Lynne,2008,1
Shelly Manne,1996,1
Shelly Manne,2002,1
Shifty,2004,1
Shinehead,1988,1
Shinehead,1999,1
Shout Out Out Out Out,2009,1
Showbread,2006,1
Showbread,2008,1
Showbread,2009,1
Shriekback,1986,1
Shriekback,2005,2
Shriekback,2007,1
Shy FX & T Power,2005,1
Sick Of It All,1994,1
Sick Of It All,1997,1
Sick Of It All,1999,1
Sick Of It All,2010,1
Sick On The Bus,2002,1
Sick Puppies,2006,1
Sick Puppies,2009,1
Sierra Maestra,1992,1
Sierra Maestra,1994,1
Sierra Maestra,1997,1
Sigmatropic,2007,1
Silent Stream Of Godless Elegy,2000,1
Silkie Ft. Harry Craze,2009,1
Silverchair,1995,2
Silverchair,1997,2
Silverstein,2005,2
Silverstein,2006,4
Simon & Garfunkel,1966,2
Simon & Garfunkel,1968,1
Simon & Garfunkel,2004,1
Simple Minds,1981,1
Simple Minds,1983,1
Simple Minds,1991,1
Simple Minds,2004,1
Simply Red,1987,1
Simply Red,1991,1
Simply Red,1995,1
Simply Red,2007,1
Since The Flood,2007,2
Sinch,2002,2
Siouxsie,2007,1
Sirka Ragnar,2007,1
Sister Hazel,1994,1
Sister Hazel,1997,3
Sister Hazel,2003,1
Sister Hazel,2010,2
Sister Rosetta Tharpe,2002,1
Sister Rosetta Tharpe & Marie,2004,1
Six Brown Brothers,1988,1
Sizzla,1997,1
Sizzla,2003,1
Sizzla,2005,1
Sizzla,2006,1
Skeeter Davis,1963,1
Skeeter Davis,1988,2
Skeeter Davis,1995,1
Skeeter Davis,1999,1
Skeletonwitch,2004,1
Skeletonwitch,2007,1
Skrape,2003,1
Skyforger,2010,1
Slackbaba,2006,2
Slackbaba,2010,1
Sleepy John Estes,1930,1
Sleepy John Estes,1935,2
Sleepy John Estes,1965,1
Sleepy John Estes,1993,1
Slick Rick,1999,1
Slim Harpo,1993,1
Slim Whitman,1990,1
Slim Whitman,1993,1
Slim Whitman,2002,1
Slum Village,1997,1
Slum Village,2000,1
Small Faces,1965,1
Small Faces,1966,2
Small Faces,1967,1
Small Faces,1968,1
Smartbomb,2001,1
Sneaky Sound System,2006,1
Sneaky Sound System,2008,1
Snow Patrol,2003,3
Snow Patrol,2004,1
Snow Patrol,2006,4
Snow Patrol,2009,3
Snowgoons,2007,1
Snowgoons,2008,1
Snowgoons,2009,4
Socialburn,2003,1
Soda Stereo,1984,1
Soda Stereo,1987,1
Soda Stereo,1988,1
Soda Stereo,1990,1
Sofia Karlsson,2002,1
Sofia Karlsson,2009,2
Soilent Green,2001,1
Soilwork,2000,1
Soilwork,2007,1
Solas,1996,1
Solas,2002,1
Solistiyhtye Suomi,2002,1
Sonia Dersion,2004,1
Sonic Subjunkies,1994,1
Sonic Subjunkies,1995,1
Sonny James,1967,1
Sonny Landreth,1999,1
Sonny Terry,1994,1
Sonora Carruseles,1999,3
Sonora Carruseles,2000,1
Sonora Santanera,2003,1
Sophie B. Hawkins,1992,1
Sophie B. Hawkins,1994,2
Sophie B. Hawkins,1999,1
Soul Asylum,1986,2
Soul Asylum,1998,1
Soul Asylum,2006,1
Soul Ballet,2007,3
Souls Of Mischief,2002,1
Soulwax,1996,2
Soulwax,2000,1
Soundgarden,1991,1
Speaker,1999,1
Spectra Soul,2008,1
Speech,2003,2
Speedball,1998,1
Spinal Tap,1984,1
Spinal Tap,1992,1
Spiral Stairs,2009,2
Spliff,1982,1
Spliff,1988,1
Spok Frevo Orquestra,2007,2
Spongebob Squarepants,2005,1
Spooky Tooth,1969,2
Spooky Tooth / Mike Harrison,1970,1
Sportsguitar,1998,1
Spunk,2005,1
Stanley Clarke,1975,1
Stanley Clarke,1998,1
Stanley Clarke & George Duke,1990,1
Stargarden,2004,1
Stars Like Fleas,2007,1
Static-X,1999,1
Static-X,2003,2
Static-X,2005,1
Statues,2006,1
Steel Pulse,1978,1
Steel Pulse,1982,1
Steel Pulse,1991,1
Steel Pulse,1997,2
Stefon Harris,1999,1
Stefon Harris,2006,1
Steinski,2003,2
Stephan Micus,1988,1
Stephan Micus,2001,2
Stephan Micus,2002,1
Stephan Micus,2006,1
Stephen Marley,2005,1
Stephen Marley / Damian Marley,2006,1
Stephen Marley / Damian Marley,2008,1
Stephen Pearcy,2002,1
Stephen Warbeck,2003,1
Stephy Tang,2006,1
Steve Morse,2000,1
Steve Porter,2000,1
Steve Riley & The Mamou Playboys,1995,2
Steve Vai,1984,2
Steve Vai,1996,1
Steve Vai,1999,1
Steve Vai,2001,1
Steve Vai,2007,1
Steve Vai,2009,1
Steven Halpern,2001,1
Stevie Ray Vaughan,1992,1
Stevie Ray Vaughan And Double Trouble,1985,2
Stevie Ray Vaughan And Double Trouble,1988,2
Stevie Ray Vaughan And Double Trouble,1994,1
Stevie Ray Vaughan And Double Trouble,1996,2
Stevie Ray Vaughan And Double Trouble,2005,2
Stew,2002,1
Stew,2003,2
Sticky Fingaz,2000,1
Stille Volk,2003,1
Stimulator,2004,1
Stone Temple Pilots,2003,1
Story Of The Year,2005,2
Story Of The Year,2010,1
Storyville,1998,2
Strata,2004,2
Strata,2007,1
Stress Assassin,2003,1
Styles P,2002,1
Sub Focus,2005,1
Sub Focus,2009,1
Sub Swara,2008,1
Suburbs,2005,1
Sue Foley,1998,1
Sugar Minott,1977,2
Sugar Minott,1979,1
Sugar Minott,1984,1
Sugar Minott,2007,2
Sugar Minott,2008,1
Sugar Ray,2005,1
Sugarbomb,2001,2
Sui Generis,1973,1
Sui Generis,1975,2
Suicidal Tendencies,1987,3
Suicidal Tendencies,1992,2
Suicide,1999,1
Suicide,2004,1
Sun Yan-Zi,2001,1
Sun Yan-Zi,2002,1
Sundial Aeon,2007,1
Sunnyland Slim,1994,1
Sunscreem,1992,1
Sunscreem,1995,1
Sunscreem,1996,1
Super Cat,1992,2
Super700,2009,1
Superchumbo,2001,1
Susana Seivane,2010,2
Suzanne Ciani,1989,1
Suzi Quatro,1974,1
Suzi Quatro,1979,1
Suzi Quatro,1995,1
Suzi Quatro,2004,1
Swallow The Sun,2007,1
Swallow The Sun,2009,1
Swami,2009,1
Swans Of Avon,1995,1
Syl Johnson,2000,1
Sylver,2004,1
Sylvester Weaver,1997,1
Sylvia Tosun,2004,1
Symphony in Peril,2005,1
System of a Down,1996,1
System of a Down,2001,1
T-Bone,2001,1
T-Bone Walker,1967,1
T-Bone Walker,1983,1
T-la Rock,2001,1
T.G. Sheppard,1992,1
T.G. Sheppard,2002,2
T.I.,2004,1
T.O.K.,2001,2
T.O.K.,2006,1
TAKARU,2004,1
TEN MADISON,2003,1
TEN MADISON,2006,2
THE CHIFFONS,1963,3
